N/100,pN,Z/100,pZ,przewidywane_BE/A(MeV)
0.06,1,0.37,0,3.84677
0.06,1,0.38,1,4.09908
0.06,1,0.39,0,3.79668
0.06,1,0.4,1,4.03685
0.06,1,0.41,0,3.74252
0.06,1,0.42,1,3.97066
0.06,1,0.43,0,3.68212
0.06,1,0.44,1,3.89964
0.06,1,0.45,0,3.61143
0.06,1,0.46,1,3.82152
0.06,1,0.47,0,3.52476
0.06,1,0.48,1,3.73177
0.06,1,0.49,0,3.41714
0.06,1,0.5,1,3.62522
0.06,1,0.51,0,3.28927
0.06,1,0.52,1,3.50154
0.06,1,0.53,0,3.15018
0.06,1,0.54,1,3.36784
0.06,1,0.55,0,3.01203
0.06,1,0.56,1,3.23272
0.06,1,0.57,0,2.88225
0.06,1,0.58,1,3.1001
0.06,1,0.59,0,2.76157
0.06,1,0.6,1,2.96914
0.06,1,0.61,0,2.64701
0.06,1,0.62,1,2.83695
0.06,1,0.63,0,2.53486
0.06,1,0.64,1,2.7005
0.06,1,0.65,0,2.42204
0.06,1,0.66,1,2.55734
0.06,1,0.67,0,2.30626
0.06,1,0.68,1,2.40568
0.06,1,0.69,0,2.18589
0.06,1,0.7,1,2.24436
0.06,1,0.71,0,2.05982
0.06,1,0.72,1,2.07279
0.06,1,0.73,0,1.92718
0.06,1,0.74,1,1.89092
0.06,1,0.75,0,1.78738
0.06,1,0.76,1,1.69926
0.06,1,0.77,0,1.63995
0.06,1,0.78,1,1.49878
0.06,1,0.79,0,1.48459
0.06,1,0.8,1,1.29088
0.06,1,0.81,0,1.32115
0.06,1,0.82,1,1.07725
0.06,1,0.83,0,1.14959
0.06,1,0.84,1,0.85976
0.06,1,0.85,0,0.97006
0.06,1,0.86,1,0.64031
0.06,1,0.87,0,0.78291
0.06,1,0.88,1,0.42074
0.06,1,0.89,0,0.5887
0.06,1,0.9,1,0.2027
0.06,1,0.91,0,0.38822
0.06,1,0.92,1,-0.01236
0.06,1,0.93,0,0.18256
0.06,1,0.94,1,-0.22321
0.06,1,0.95,0,-0.02698
0.06,1,0.96,1,-0.42886
0.06,1,0.97,0,-0.23879
0.06,1,0.98,1,-0.62849
0.06,1,0.99,0,-0.45115
0.06,1,1,1,-0.82147
0.06,1,1.01,0,-0.6622
0.06,1,1.02,1,-1.00729
0.06,1,1.03,0,-0.87008
0.06,1,1.04,1,-1.18559
0.06,1,1.05,0,-1.07302
0.06,1,1.06,1,-1.35609
0.06,1,1.07,0,-1.26946
0.06,1,1.08,1,-1.51863
0.06,1,1.09,0,-1.45806
0.06,1,1.1,1,-1.67311
0.06,1,1.11,0,-1.63782
0.06,1,1.12,1,-1.8195
0.06,1,1.13,0,-1.80799
0.06,1,1.14,1,-1.95788
0.06,1,1.15,0,-1.96816
0.06,1,1.16,1,-2.08833
0.06,1,1.17,0,-2.11815
0.06,1,1.18,1,-2.21105
0.06,1,1.19,0,-2.25801
0.06,1,1.2,1,-2.32622
0.06,1,1.21,0,-2.38796
0.06,1,1.22,1,-2.43412
0.06,1,1.23,0,-2.50834
0.06,1,1.24,1,-2.53502
0.06,1,1.25,0,-2.61961
0.06,1,1.26,1,-2.62921
0.06,1,1.27,0,-2.72223
0.06,1,1.28,1,-2.71703
0.06,1,1.29,0,-2.81676
0.06,1,1.3,1,-2.79882
0.06,1,1.31,0,-2.90372
0.06,1,1.32,1,-2.87489
0.06,1,1.33,0,-2.98365
0.06,1,1.34,1,-2.9456
0.06,1,1.35,0,-3.05706
0.06,1,1.36,1,-3.01127
0.06,1,1.37,0,-3.12447
0.06,1,1.38,1,-3.07223
0.06,1,1.39,0,-3.18633
0.06,1,1.4,1,-3.12879
0.06,1,1.41,0,-3.24311
0.06,1,1.42,1,-3.18125
0.06,1,1.43,0,-3.29521
0.06,1,1.44,1,-3.22991
0.06,1,1.45,0,-3.34303
0.06,1,1.46,1,-3.27503
0.06,1,1.47,0,-3.38692
0.06,1,1.48,1,-3.31687
0.06,1,1.49,0,-3.42722
0.06,1,1.5,1,-3.35568
0.07,0,0.01,0,0.65434
0.07,0,0.02,1,3.35477
0.07,0,0.03,0,4.51421
0.07,0,0.04,1,5.94182
0.07,0,0.05,0,6.61351
0.07,0,0.06,1,7.48503
0.07,0,0.07,0,7.43855
0.07,0,0.08,1,7.42153
0.07,0,0.09,0,6.95756
0.07,0,0.1,1,6.67422
0.07,0,0.11,0,6.19348
0.07,0,0.12,1,5.89138
0.07,0,0.13,0,5.35668
0.07,0,0.14,1,5.29167
0.07,0,0.15,0,4.93049
0.07,0,0.16,1,5.04926
0.07,0,0.17,0,4.74246
0.07,0,0.18,1,4.87516
0.07,0,0.19,0,4.56897
0.07,0,0.2,1,4.70119
0.07,0,0.21,0,4.39495
0.07,0,0.22,1,4.56145
0.07,0,0.23,0,4.25759
0.07,0,0.24,1,4.4741
0.07,0,0.25,0,4.17003
0.07,0,0.26,1,4.42154
0.07,0,0.27,0,4.11501
0.07,0,0.28,1,4.38282
0.07,0,0.29,0,4.07371
0.07,0,0.3,1,4.34633
0.07,0,0.31,0,4.03564
0.07,0,0.32,1,4.30727
0.07,0,0.33,0,3.99638
0.07,0,0.34,1,4.26409
0.07,0,0.35,0,3.95445
0.07,0,0.36,1,4.21664
0.07,0,0.37,0,3.90951
0.07,0,0.38,1,4.1652
0.07,0,0.39,0,3.86145
0.07,0,0.4,1,4.11001
0.07,0,0.41,0,3.80972
0.07,0,0.42,1,4.05102
0.07,0,0.43,0,3.75299
0.07,0,0.44,1,3.9875
0.07,0,0.45,0,3.68892
0.07,0,0.46,1,3.91782
0.07,0,0.47,0,3.6149
0.07,0,0.48,1,3.83965
0.07,0,0.49,0,3.53024
0.07,0,0.5,1,3.75184
0.07,0,0.51,0,3.43826
0.07,0,0.52,1,3.65694
0.07,0,0.53,0,3.34517
0.07,0,0.54,1,3.56026
0.07,0,0.55,0,3.2562
0.07,0,0.56,1,3.46577
0.07,0,0.57,0,3.17325
0.07,0,0.58,1,3.37411
0.07,0,0.59,0,3.09541
0.07,0,0.6,1,3.28361
0.07,0,0.61,0,3.02058
0.07,0,0.62,1,3.19181
0.07,0,0.63,0,2.94661
0.07,0,0.64,1,3.09628
0.07,0,0.65,0,2.87161
0.07,0,0.66,1,2.99479
0.07,0,0.67,0,2.794
0.07,0,0.68,1,2.88538
0.07,0,0.69,0,2.71242
0.07,0,0.7,1,2.76636
0.07,0,0.71,0,2.6256
0.07,0,0.72,1,2.63634
0.07,0,0.73,0,2.53236
0.07,0,0.74,1,2.49434
0.07,0,0.75,0,2.43153
0.07,0,0.76,1,2.33986
0.07,0,0.77,0,2.32196
0.07,0,0.78,1,2.17302
0.07,0,0.79,0,2.20257
0.07,0,0.8,1,1.99447
0.07,0,0.81,0,2.07232
0.07,0,0.82,1,1.80545
0.07,0,0.83,0,1.93032
0.07,0,0.84,1,1.60754
0.07,0,0.85,0,1.7759
0.07,0,0.86,1,1.40259
0.07,0,0.87,0,1.60866
0.07,0,0.88,1,1.19246
0.07,0,0.89,0,1.42859
0.07,0,0.9,1,0.97891
0.07,0,0.91,0,1.23611
0.07,0,0.92,1,0.7635
0.07,0,0.93,0,1.03218
0.07,0,0.94,1,0.54762
0.07,0,0.95,0,0.81827
0.07,0,0.96,1,0.33239
0.07,0,0.97,0,0.5963
0.07,0,0.98,1,0.11886
0.07,0,0.99,0,0.36858
0.07,0,1,1,-0.09208
0.07,0,1.01,0,0.13763
0.07,0,1.02,1,-0.29959
0.07,0,1.03,0,-0.09398
0.07,0,1.04,1,-0.50289
0.07,0,1.05,0,-0.32379
0.07,0,1.06,1,-0.70122
0.07,0,1.07,0,-0.54957
0.07,0,1.08,1,-0.8939
0.07,0,1.09,0,-0.76942
0.07,0,1.1,1,-1.08027
0.07,0,1.11,0,-0.9818
0.07,0,1.12,1,-1.25979
0.07,0,1.13,0,-1.18553
0.07,0,1.14,1,-1.43196
0.07,0,1.15,0,-1.37977
0.07,0,1.16,1,-1.59641
0.07,0,1.17,0,-1.56399
0.07,0,1.18,1,-1.75287
0.07,0,1.19,0,-1.73787
0.07,0,1.2,1,-1.90117
0.07,0,1.21,0,-1.90135
0.07,0,1.22,1,-2.04123
0.07,0,1.23,0,-2.0545
0.07,0,1.24,1,-2.17307
0.07,0,1.25,0,-2.19752
0.07,0,1.26,1,-2.29682
0.07,0,1.27,0,-2.33072
0.07,0,1.28,1,-2.41265
0.07,0,1.29,0,-2.45447
0.07,0,1.3,1,-2.5208
0.07,0,1.31,0,-2.56919
0.07,0,1.32,1,-2.62157
0.07,0,1.33,0,-2.67533
0.07,0,1.34,1,-2.71528
0.07,0,1.35,0,-2.7734
0.07,0,1.36,1,-2.80228
0.07,0,1.37,0,-2.86386
0.07,0,1.38,1,-2.88294
0.07,0,1.39,0,-2.94722
0.07,0,1.4,1,-2.95763
0.07,0,1.41,0,-3.02394
0.07,0,1.42,1,-3.02673
0.07,0,1.43,0,-3.09451
0.07,0,1.44,1,-3.09061
0.07,0,1.45,0,-3.15936
0.07,0,1.46,1,-3.14963
0.07,0,1.47,0,-3.21893
0.07,0,1.48,1,-3.20413
0.07,0,1.49,0,-3.27363
0.07,0,1.5,1,-3.25446
0.08,1,0.01,0,0.44523
0.08,1,0.02,1,2.99804
0.08,1,0.03,0,4.17217
0.08,1,0.04,1,5.71929
0.08,1,0.05,0,6.49403
0.08,1,0.06,1,7.51386
0.08,1,0.07,0,7.66258
0.08,1,0.08,1,7.95747
0.08,1,0.09,0,7.57311
0.08,1,0.1,1,7.3695
0.08,1,0.11,0,6.91557
0.08,1,0.12,1,6.71473
0.08,1,0.13,0,6.27459
0.08,1,0.14,1,6.0982
0.08,1,0.15,0,5.51781
0.08,1,0.16,1,5.52488
0.08,1,0.17,0,5.12717
0.08,1,0.18,1,5.26976
0.08,1,0.19,0,4.9494
0.08,1,0.2,1,5.09593
0.08,1,0.21,0,4.79689
0.08,1,0.22,1,4.91569
0.08,1,0.23,0,4.62972
0.08,1,0.24,1,4.74973
0.08,1,0.25,0,4.47353
0.08,1,0.26,1,4.63416
0.08,1,0.27,0,4.36051
0.08,1,0.28,1,4.56771
0.08,1,0.29,0,4.29114
0.08,1,0.3,1,4.53023
0.08,1,0.31,0,4.24901
0.08,1,0.32,1,4.5054
0.08,1,0.33,0,4.21968
0.08,1,0.34,1,4.48417
0.08,1,0.35,0,4.19452
0.08,1,0.36,1,4.46205
0.08,1,0.37,0,4.16895
0.08,1,0.38,1,4.43676
0.08,1,0.39,0,4.14035
0.08,1,0.4,1,4.407
0.08,1,0.41,0,4.10685
0.08,1,0.42,1,4.37177
0.08,1,0.43,0,4.0666
0.08,1,0.44,1,4.33012
0.08,1,0.45,0,4.01767
0.08,1,0.46,1,4.28105
0.08,1,0.47,0,3.95871
0.08,1,0.48,1,4.22382
0.08,1,0.49,0,3.89068
0.08,1,0.5,1,4.15902
0.08,1,0.51,0,3.81772
0.08,1,0.52,1,4.08935
0.08,1,0.53,0,3.74509
0.08,1,0.54,1,4.01846
0.08,1,0.55,0,3.67594
0.08,1,0.56,1,3.94861
0.08,1,0.57,0,3.61066
0.08,1,0.58,1,3.87996
0.08,1,0.59,0,3.54815
0.08,1,0.6,1,3.81164
0.08,1,0.61,0,3.4871
0.08,1,0.62,1,3.7426
0.08,1,0.63,0,3.42651
0.08,1,0.64,1,3.67206
0.08,1,0.65,0,3.36573
0.08,1,0.66,1,3.59942
0.08,1,0.67,0,3.30436
0.08,1,0.68,1,3.52421
0.08,1,0.69,0,3.24213
0.08,1,0.7,1,3.44593
0.08,1,0.71,0,3.17877
0.08,1,0.72,1,3.36402
0.08,1,0.73,0,3.11398
0.08,1,0.74,1,3.27781
0.08,1,0.75,0,3.04736
0.08,1,0.76,1,3.18649
0.08,1,0.77,0,2.9784
0.08,1,0.78,1,3.08918
0.08,1,0.79,0,2.90648
0.08,1,0.8,1,2.98494
0.08,1,0.81,0,2.83089
0.08,1,0.82,1,2.87286
0.08,1,0.83,0,2.75082
0.08,1,0.84,1,2.7521
0.08,1,0.85,0,2.66536
0.08,1,0.86,1,2.62196
0.08,1,0.87,0,2.57355
0.08,1,0.88,1,2.48201
0.08,1,0.89,0,2.47442
0.08,1,0.9,1,2.33207
0.08,1,0.91,0,2.36697
0.08,1,0.92,1,2.17229
0.08,1,0.93,0,2.25024
0.08,1,0.94,1,2.00311
0.08,1,0.95,0,2.12336
0.08,1,0.96,1,1.82525
0.08,1,0.97,0,1.98558
0.08,1,0.98,1,1.63963
0.08,1,0.99,0,1.83633
0.08,1,1,1,1.44734
0.08,1,1.01,0,1.67529
0.08,1,1.02,1,1.24953
0.08,1,1.03,0,1.50244
0.08,1,1.04,1,1.04737
0.08,1,1.05,0,1.31811
0.08,1,1.06,1,0.84201
0.08,1,1.07,0,1.12304
0.08,1,1.08,1,0.63458
0.08,1,1.09,0,0.91836
0.08,1,1.1,1,0.42619
0.08,1,1.11,0,0.70556
0.08,1,1.12,1,0.21786
0.08,1,1.13,0,0.48649
0.08,1,1.14,1,0.01063
0.08,1,1.15,0,0.2632
0.08,1,1.16,1,-0.1945
0.08,1,1.17,0,0.03789
0.08,1,1.18,1,-0.39658
0.08,1,1.19,0,-0.18724
0.08,1,1.2,1,-0.59468
0.08,1,1.21,0,-0.41009
0.08,1,1.22,1,-0.78797
0.08,1,1.23,0,-0.62873
0.08,1,1.24,1,-0.97565
0.08,1,1.25,0,-0.84151
0.08,1,1.26,1,-1.15704
0.08,1,1.27,0,-1.04705
0.08,1,1.28,1,-1.33155
0.08,1,1.29,0,-1.24426
0.08,1,1.3,1,-1.49871
0.08,1,1.31,0,-1.43237
0.08,1,1.32,1,-1.65815
0.08,1,1.33,0,-1.61082
0.08,1,1.34,1,-1.80963
0.08,1,1.35,0,-1.77933
0.08,1,1.36,1,-1.95302
0.08,1,1.37,0,-1.93779
0.08,1,1.38,1,-2.0883
0.08,1,1.39,0,-2.08626
0.08,1,1.4,1,-2.21551
0.08,1,1.41,0,-2.22492
0.08,1,1.42,1,-2.33481
0.08,1,1.43,0,-2.35407
0.08,1,1.44,1,-2.4464
0.08,1,1.45,0,-2.47405
0.08,1,1.46,1,-2.55055
0.08,1,1.47,0,-2.58528
0.08,1,1.48,1,-2.64757
0.08,1,1.49,0,-2.68822
0.08,1,1.5,1,-2.73777
0.09,0,0.01,0,0.44124
0.09,0,0.02,1,2.24089
0.09,0,0.03,0,3.80199
0.09,0,0.04,1,5.23001
0.09,0,0.05,0,6.12214
0.09,0,0.06,1,7.09741
0.09,0,0.07,0,7.39433
0.09,0,0.08,1,7.75391
0.09,0,0.09,0,7.66345
0.09,0,0.1,1,7.60997
0.09,0,0.11,0,7.27881
0.09,0,0.12,1,7.083
0.09,0,0.13,0,6.78695
0.09,0,0.14,1,6.61781
0.09,0,0.15,0,6.1537
0.09,0,0.16,1,5.93783
0.09,0,0.17,0,5.43326
0.09,0,0.18,1,5.46367
0.09,0,0.19,0,5.12052
0.09,0,0.2,1,5.25761
0.09,0,0.21,0,4.96438
0.09,0,0.22,1,5.09664
0.09,0,0.23,0,4.82024
0.09,0,0.24,1,4.9143
0.09,0,0.25,0,4.65123
0.09,0,0.26,1,4.73465
0.09,0,0.27,0,4.48185
0.09,0,0.28,1,4.60158
0.09,0,0.29,0,4.35034
0.09,0,0.3,1,4.52057
0.09,0,0.31,0,4.26426
0.09,0,0.32,1,4.47285
0.09,0,0.33,0,4.20961
0.09,0,0.34,1,4.44115
0.09,0,0.35,0,4.17143
0.09,0,0.36,1,4.41527
0.09,0,0.37,0,4.13998
0.09,0,0.38,1,4.38976
0.09,0,0.39,0,4.10958
0.09,0,0.4,1,4.36152
0.09,0,0.41,0,4.07665
0.09,0,0.42,1,4.32835
0.09,0,0.43,0,4.0385
0.09,0,0.44,1,4.2883
0.09,0,0.45,0,3.99306
0.09,0,0.46,1,4.23986
0.09,0,0.47,0,3.93986
0.09,0,0.48,1,4.18299
0.09,0,0.49,0,3.88128
0.09,0,0.5,1,4.12039
0.09,0,0.51,0,3.82198
0.09,0,0.52,1,4.0568
0.09,0,0.53,0,3.76566
0.09,0,0.54,1,3.99581
0.09,0,0.55,0,3.71316
0.09,0,0.56,1,3.93815
0.09,0,0.57,0,3.66346
0.09,0,0.58,1,3.88266
0.09,0,0.59,0,3.61515
0.09,0,0.6,1,3.82779
0.09,0,0.61,0,3.56716
0.09,0,0.62,1,3.77235
0.09,0,0.63,0,3.51882
0.09,0,0.64,1,3.71559
0.09,0,0.65,0,3.46983
0.09,0,0.66,1,3.65711
0.09,0,0.67,0,3.42007
0.09,0,0.68,1,3.59664
0.09,0,0.69,0,3.36955
0.09,0,0.7,1,3.53394
0.09,0,0.71,0,3.31829
0.09,0,0.72,1,3.46874
0.09,0,0.73,0,3.2663
0.09,0,0.74,1,3.40063
0.09,0,0.75,0,3.21348
0.09,0,0.76,1,3.3291
0.09,0,0.77,0,3.15967
0.09,0,0.78,1,3.25348
0.09,0,0.79,0,3.10457
0.09,0,0.8,1,3.17298
0.09,0,0.81,0,3.04773
0.09,0,0.82,1,3.08675
0.09,0,0.83,0,2.98859
0.09,0,0.84,1,2.99389
0.09,0,0.85,0,2.92641
0.09,0,0.86,1,2.89357
0.09,0,0.87,0,2.86033
0.09,0,0.88,1,2.78509
0.09,0,0.89,0,2.78936
0.09,0,0.9,1,2.66796
0.09,0,0.91,0,2.71238
0.09,0,0.92,1,2.54194
0.09,0,0.93,0,2.62823
0.09,0,0.94,1,2.40706
0.09,0,0.95,0,2.53569
0.09,0,0.96,1,2.26365
0.09,0,0.97,0,2.43357
0.09,0,0.98,1,2.11221
0.09,0,0.99,0,2.32078
0.09,0,1,1,1.95338
0.09,0,1.01,0,2.1964
0.09,0,1.02,1,1.78786
0.09,0,1.03,0,2.05975
0.09,0,1.04,1,1.61632
0.09,0,1.05,0,1.9105
0.09,0,1.06,1,1.43937
0.09,0,1.07,0,1.7487
0.09,0,1.08,1,1.25758
0.09,0,1.09,0,1.57482
0.09,0,1.1,1,1.07145
0.09,0,1.11,0,1.38974
0.09,0,1.12,1,0.88149
0.09,0,1.13,0,1.19473
0.09,0,1.14,1,0.68826
0.09,0,1.15,0,0.99134
0.09,0,1.16,1,0.49237
0.09,0,1.17,0,0.78132
0.09,0,1.18,1,0.29454
0.09,0,1.19,0,0.56654
0.09,0,1.2,1,0.09559
0.09,0,1.21,0,0.34887
0.09,0,1.22,1,-0.10355
0.09,0,1.23,0,0.13014
0.09,0,1.24,1,-0.30189
0.09,0,1.25,0,-0.08797
0.09,0,1.26,1,-0.49838
0.09,0,1.27,0,-0.30387
0.09,0,1.28,1,-0.69197
0.09,0,1.29,0,-0.51617
0.09,0,1.3,1,-0.88163
0.09,0,1.31,0,-0.72362
0.09,0,1.32,1,-1.06641
0.09,0,1.33,0,-0.92516
0.09,0,1.34,1,-1.24543
0.09,0,1.35,0,-1.11986
0.09,0,1.36,1,-1.41796
0.09,0,1.37,0,-1.30701
0.09,0,1.38,1,-1.58339
0.09,0,1.39,0,-1.48601
0.09,0,1.4,1,-1.74125
0.09,0,1.41,0,-1.65644
0.09,0,1.42,1,-1.8912
0.09,0,1.43,0,-1.818
0.09,0,1.44,1,-2.03305
0.09,0,1.45,0,-1.97056
0.09,0,1.46,1,-2.16673
0.09,0,1.47,0,-2.11409
0.09,0,1.48,1,-2.29227
0.09,0,1.49,0,-2.24867
0.09,0,1.5,1,-2.40981
0.1,1,0.01,0,0.19782
0.1,1,0.02,1,1.82948
0.1,1,0.03,0,3.49997
0.1,1,0.04,1,4.99698
0.1,1,0.05,0,5.87482
0.1,1,0.06,1,6.93801
0.1,1,0.07,0,7.31306
0.1,1,0.08,1,7.78269
0.1,1,0.09,0,7.81846
0.1,1,0.1,1,8.00732
0.1,1,0.11,0,7.75
0.1,1,0.12,1,7.65619
0.1,1,0.13,0,7.35319
0.1,1,0.14,1,7.17746
0.1,1,0.15,0,6.83807
0.1,1,0.16,1,6.64658
0.1,1,0.17,0,6.03652
0.1,1,0.18,1,5.91505
0.1,1,0.19,0,5.36877
0.1,1,0.2,1,5.50081
0.1,1,0.21,0,5.12221
0.1,1,0.22,1,5.33391
0.1,1,0.23,0,5.01107
0.1,1,0.24,1,5.21797
0.1,1,0.25,0,4.91974
0.1,1,0.26,1,5.08653
0.1,1,0.27,0,4.80947
0.1,1,0.28,1,4.93361
0.1,1,0.29,0,4.67781
0.1,1,0.3,1,4.78746
0.1,1,0.31,0,4.54598
0.1,1,0.32,1,4.67362
0.1,1,0.33,0,4.43545
0.1,1,0.34,1,4.59569
0.1,1,0.35,0,4.353
0.1,1,0.36,1,4.54448
0.1,1,0.37,0,4.29414
0.1,1,0.38,1,4.50952
0.1,1,0.39,0,4.25104
0.1,1,0.4,1,4.48281
0.1,1,0.41,0,4.21643
0.1,1,0.42,1,4.45868
0.1,1,0.43,0,4.18441
0.1,1,0.44,1,4.43284
0.1,1,0.45,0,4.15042
0.1,1,0.46,1,4.40207
0.1,1,0.47,0,4.11197
0.1,1,0.48,1,4.36504
0.1,1,0.49,0,4.06989
0.1,1,0.5,1,4.32345
0.1,1,0.51,0,4.02776
0.1,1,0.52,1,4.28139
0.1,1,0.53,0,3.98874
0.1,1,0.54,1,4.24235
0.1,1,0.55,0,3.95366
0.1,1,0.56,1,4.20734
0.1,1,0.57,0,3.9218
0.1,1,0.58,1,4.17533
0.1,1,0.59,0,3.89191
0.1,1,0.6,1,4.14457
0.1,1,0.61,0,3.86269
0.1,1,0.62,1,4.11348
0.1,1,0.63,0,3.83306
0.1,1,0.64,1,4.08088
0.1,1,0.65,0,3.80222
0.1,1,0.66,1,4.04597
0.1,1,0.67,0,3.76961
0.1,1,0.68,1,4.00825
0.1,1,0.69,0,3.7349
0.1,1,0.7,1,3.96742
0.1,1,0.71,0,3.69789
0.1,1,0.72,1,3.92333
0.1,1,0.73,0,3.65852
0.1,1,0.74,1,3.87591
0.1,1,0.75,0,3.61684
0.1,1,0.76,1,3.82518
0.1,1,0.77,0,3.57297
0.1,1,0.78,1,3.77121
0.1,1,0.79,0,3.52708
0.1,1,0.8,1,3.71409
0.1,1,0.81,0,3.47939
0.1,1,0.82,1,3.65388
0.1,1,0.83,0,3.43011
0.1,1,0.84,1,3.59061
0.1,1,0.85,0,3.37944
0.1,1,0.86,1,3.52424
0.1,1,0.87,0,3.32753
0.1,1,0.88,1,3.4546
0.1,1,0.89,0,3.27445
0.1,1,0.9,1,3.38144
0.1,1,0.91,0,3.22014
0.1,1,0.92,1,3.30436
0.1,1,0.93,0,3.16446
0.1,1,0.94,1,3.22285
0.1,1,0.95,0,3.10707
0.1,1,0.96,1,3.13629
0.1,1,0.97,0,3.04753
0.1,1,0.98,1,3.04404
0.1,1,0.99,0,2.98521
0.1,1,1,1,2.94542
0.1,1,1.01,0,2.91936
0.1,1,1.02,1,2.8398
0.1,1,1.03,0,2.84908
0.1,1,1.04,1,2.72663
0.1,1,1.05,0,2.77336
0.1,1,1.06,1,2.60553
0.1,1,1.07,0,2.69111
0.1,1,1.08,1,2.47626
0.1,1,1.09,0,2.60119
0.1,1,1.1,1,2.33879
0.1,1,1.11,0,2.50246
0.1,1,1.12,1,2.19322
0.1,1,1.13,0,2.39383
0.1,1,1.14,1,2.03983
0.1,1,1.15,0,2.27434
0.1,1,1.16,1,1.879
0.1,1,1.17,0,2.1432
0.1,1,1.18,1,1.71116
0.1,1,1.19,0,1.9999
0.1,1,1.2,1,1.53683
0.1,1,1.21,0,1.84423
0.1,1,1.22,1,1.35655
0.1,1,1.23,0,1.67635
0.1,1,1.24,1,1.1709
0.1,1,1.25,0,1.49681
0.1,1,1.26,1,0.98049
0.1,1,1.27,0,1.30656
0.1,1,1.28,1,0.78602
0.1,1,1.29,0,1.10687
0.1,1,1.3,1,0.58827
0.1,1,1.31,0,0.89931
0.1,1,1.32,1,0.38809
0.1,1,1.33,0,0.68565
0.1,1,1.34,1,0.18643
0.1,1,1.35,0,0.46778
0.1,1,1.36,1,-0.01568
0.1,1,1.37,0,0.2476
0.1,1,1.38,1,-0.21716
0.1,1,1.39,0,0.02698
0.1,1,1.4,1,-0.41689
0.1,1,1.41,0,-0.1923
0.1,1,1.42,1,-0.61378
0.1,1,1.43,0,-0.40865
0.1,1,1.44,1,-0.80674
0.1,1,1.45,0,-0.62063
0.1,1,1.46,1,-0.9948
0.1,1,1.47,0,-0.82698
0.1,1,1.48,1,-1.17707
0.1,1,1.49,0,-1.02665
0.1,1,1.5,1,-1.35279
0.11,0,0.01,0,0.30984
0.11,0,0.02,1,1.306
0.11,0,0.03,0,3.26116
0.11,0,0.04,1,4.53851
0.11,0,0.05,0,5.5111
0.11,0,0.06,1,6.59983
0.11,0,0.07,0,7.04533
0.11,0,0.08,1,7.52167
0.11,0,0.09,0,7.69244
0.11,0,0.1,1,7.96758
0.11,0,0.11,0,7.89405
0.11,0,0.12,1,7.89737
0.11,0,0.13,0,7.66447
0.11,0,0.14,1,7.49553
0.11,0,0.15,0,7.25387
0.11,0,0.16,1,7.01039
0.11,0,0.17,0,6.6548
0.11,0,0.18,1,6.37926
0.11,0,0.19,0,5.79212
0.11,0,0.2,1,5.70484
0.11,0,0.21,0,5.26939
0.11,0,0.22,1,5.40599
0.11,0,0.23,0,5.08153
0.11,0,0.24,1,5.27616
0.11,0,0.25,0,4.98813
0.11,0,0.26,1,5.17463
0.11,0,0.27,0,4.90504
0.11,0,0.28,1,5.0529
0.11,0,0.29,0,4.80131
0.11,0,0.3,1,4.90633
0.11,0,0.31,0,4.67447
0.11,0,0.32,1,4.75964
0.11,0,0.33,0,4.5427
0.11,0,0.34,1,4.63825
0.11,0,0.35,0,4.42659
0.11,0,0.36,1,4.54931
0.11,0,0.37,0,4.33507
0.11,0,0.38,1,4.48659
0.11,0,0.39,0,4.2661
0.11,0,0.4,1,4.44051
0.11,0,0.41,0,4.21312
0.11,0,0.42,1,4.40265
0.11,0,0.43,0,4.16923
0.11,0,0.44,1,4.36645
0.11,0,0.45,0,4.12896
0.11,0,0.46,1,4.32738
0.11,0,0.47,0,4.08943
0.11,0,0.48,1,4.28406
0.11,0,0.49,0,4.05078
0.11,0,0.5,1,4.23892
0.11,0,0.51,0,4.01457
0.11,0,0.52,1,4.19614
0.11,0,0.53,0,3.98133
0.11,0,0.54,1,4.15838
0.11,0,0.55,0,3.95067
0.11,0,0.56,1,4.12582
0.11,0,0.57,0,3.92221
0.11,0,0.58,1,4.09718
0.11,0,0.59,0,3.89557
0.11,0,0.6,1,4.07081
0.11,0,0.61,0,3.87012
0.11,0,0.62,1,4.04521
0.11,0,0.63,0,3.84515
0.11,0,0.64,1,4.01927
0.11,0,0.65,0,3.82001
0.11,0,0.66,1,3.99217
0.11,0,0.67,0,3.79412
0.11,0,0.68,1,3.96331
0.11,0,0.69,0,3.76704
0.11,0,0.7,1,3.93226
0.11,0,0.71,0,3.73842
0.11,0,0.72,1,3.89871
0.11,0,0.73,0,3.708
0.11,0,0.74,1,3.86239
0.11,0,0.75,0,3.67559
0.11,0,0.76,1,3.82313
0.11,0,0.77,0,3.64109
0.11,0,0.78,1,3.78081
0.11,0,0.79,0,3.60446
0.11,0,0.8,1,3.73535
0.11,0,0.81,0,3.56571
0.11,0,0.82,1,3.68669
0.11,0,0.83,0,3.52492
0.11,0,0.84,1,3.63482
0.11,0,0.85,0,3.48218
0.11,0,0.86,1,3.57971
0.11,0,0.87,0,3.43765
0.11,0,0.88,1,3.52132
0.11,0,0.89,0,3.39145
0.11,0,0.9,1,3.45958
0.11,0,0.91,0,3.34373
0.11,0,0.92,1,3.39436
0.11,0,0.93,0,3.29455
0.11,0,0.94,1,3.32547
0.11,0,0.95,0,3.24393
0.11,0,0.96,1,3.25264
0.11,0,0.97,0,3.1918
0.11,0,0.98,1,3.17555
